VFG001273_hlgA	CP016858
VFG001274_hlgC	CP016858
VFG001275_hlgB	CP016858
VFG001276_lukF-PV	CP016858
VFG001277_lukS-PV	CP016858
VFG001289_clfA	CP013959
VFG001290_clfB	CP013959
VFG001291_cna	CP013959
VFG001292_hld	CP013959
VFG001293_hly/hla	CP013959
VFG001313_spa	CP013959
VFG001326_selq	CP013959
VFG001327_selk	CP013959
